PhraseId,SentenceId,Phrase,Sentiment,Bert_Loss,Bert_Logits,Bert_Labels,RoBerta_Loss,RoBerta_Logits,RoBerta_Labels,Albert_Loss,Albert_Logits,Albert_Labels
105,3,have,2,"tensor(2.2873, grad_fn=<NllLossBackward>)","tensor([[-0.5437, -0.1138, -0.8723, -0.1041,  0.2810]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4061, grad_fn=<NllLossBackward>)","tensor([[-0.1181, -0.1036,  0.1938, -0.0463, -0.0062]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4605, grad_fn=<NllLossBackward>)","tensor([[ 0.1281, -0.2818,  0.1489, -0.1007,  0.0429]],
       grad_fn=<AddmmBackward>)",2
106,3,a hard time sitting through this one,1,"tensor(1.4567, grad_fn=<NllLossBackward>)","tensor([[-0.5062, -0.0389, -0.8101, -0.0653,  0.1671]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6979, grad_fn=<NllLossBackward>)","tensor([[-0.1251, -0.0969,  0.1952, -0.0435, -0.0047]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.9097, grad_fn=<NllLossBackward>)","tensor([[ 0.1415, -0.2658,  0.4772,  0.1294, -0.6794]],
       grad_fn=<AddmmBackward>)",2
107,3,a hard time,1,"tensor(1.4669, grad_fn=<NllLossBackward>)","tensor([[-0.4802, -0.0294, -0.6610, -0.1606,  0.2251]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7014, grad_fn=<NllLossBackward>)","tensor([[-0.1213, -0.1039,  0.1864, -0.0461, -0.0065]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.9088, grad_fn=<NllLossBackward>)","tensor([[ 0.3112, -0.2662,  0.3984, -0.0095, -0.5844]],
       grad_fn=<AddmmBackward>)",2
108,3,hard time,1,"tensor(1.5544, grad_fn=<NllLossBackward>)","tensor([[-0.5384, -0.1220, -0.7571, -0.1593,  0.3353]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7020, grad_fn=<NllLossBackward>)","tensor([[-0.1134, -0.1017,  0.1925, -0.0526, -0.0025]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.8779, grad_fn=<NllLossBackward>)","tensor([[ 0.3315, -0.2390,  0.3046,  0.0146, -0.5141]],
       grad_fn=<AddmmBackward>)",0
109,3,hard,2,"tensor(2.1145, grad_fn=<NllLossBackward>)","tensor([[-0.5653, -0.1444, -0.6847, -0.1664,  0.3315]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4017, grad_fn=<NllLossBackward>)","tensor([[-0.1229, -0.1036,  0.1957, -0.0555, -0.0079]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4522, grad_fn=<NllLossBackward>)","tensor([[ 0.1127, -0.2860,  0.1538, -0.1010,  0.0413]],
       grad_fn=<AddmmBackward>)",2
110,3,time,2,"tensor(2.3201, grad_fn=<NllLossBackward>)","tensor([[-0.5540, -0.0864, -0.8940, -0.0579,  0.2760]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4022, grad_fn=<NllLossBackward>)","tensor([[-0.1229, -0.1027,  0.1953, -0.0533, -0.0100]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4552, grad_fn=<NllLossBackward>)","tensor([[ 0.1127, -0.2871,  0.1513, -0.1020,  0.0482]],
       grad_fn=<AddmmBackward>)",2
111,3,sitting through this one,1,"tensor(1.5570, grad_fn=<NllLossBackward>)","tensor([[-0.5472, -0.1385, -0.5954, -0.1313,  0.2259]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6987, grad_fn=<NllLossBackward>)","tensor([[-0.1186, -0.0960,  0.1915, -0.0393, -0.0028]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.9411, grad_fn=<NllLossBackward>)","tensor([[ 0.2314, -0.2506,  0.4677,  0.2215, -0.6178]],
       grad_fn=<AddmmBackward>)",2
112,3,sitting,2,"tensor(2.3397, grad_fn=<NllLossBackward>)","tensor([[-0.5776, -0.0819, -0.9142, -0.0499,  0.2816]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4125, grad_fn=<NllLossBackward>)","tensor([[-0.1129, -0.0968,  0.1892, -0.0464, -0.0026]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4574, grad_fn=<NllLossBackward>)","tensor([[ 0.1222, -0.2866,  0.1533, -0.0990,  0.0529]],
       grad_fn=<AddmmBackward>)",2
113,3,through this one,2,"tensor(2.2082, grad_fn=<NllLossBackward>)","tensor([[-0.5804, -0.1079, -0.7669, -0.1331,  0.3570]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.3951, grad_fn=<NllLossBackward>)","tensor([[-0.1210, -0.0932,  0.2075, -0.0572, -0.0061]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1860, grad_fn=<NllLossBackward>)","tensor([[ 0.2652, -0.2291,  0.5272,  0.2207, -0.6792]],
       grad_fn=<AddmmBackward>)",2
114,3,through,2,"tensor(2.3031, grad_fn=<NllLossBackward>)","tensor([[-0.5654, -0.0746, -0.8771, -0.1067,  0.3008]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.3958, grad_fn=<NllLossBackward>)","tensor([[-0.1285, -0.1002,  0.2025, -0.0556, -0.0102]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4578, grad_fn=<NllLossBackward>)","tensor([[ 0.1183, -0.2874,  0.1525, -0.1078,  0.0640]],
       grad_fn=<AddmmBackward>)",2
115,3,this one,2,"tensor(2.2287, grad_fn=<NllLossBackward>)","tensor([[-0.6097, -0.1199, -0.8092, -0.1081,  0.3090]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4045, grad_fn=<NllLossBackward>)","tensor([[-0.1213, -0.0951,  0.1943, -0.0565, -0.0076]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4423, grad_fn=<NllLossBackward>)","tensor([[ 0.0966, -0.2857,  0.1627, -0.1182,  0.0579]],
       grad_fn=<AddmmBackward>)",2
116,3,one,2,"tensor(2.2629, grad_fn=<NllLossBackward>)","tensor([[-0.5352, -0.1126, -0.8304, -0.1217,  0.3284]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.3989, grad_fn=<NllLossBackward>)","tensor([[-0.1248, -0.0992,  0.2005, -0.0518, -0.0100]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4561, grad_fn=<NllLossBackward>)","tensor([[ 0.1170, -0.2851,  0.1504, -0.0985,  0.0400]],
       grad_fn=<AddmmBackward>)",2
117,4,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .",3,"tensor(1.7568, grad_fn=<NllLossBackward>)","tensor([[-0.3998, -0.1482, -0.3437, -0.2560,  0.3850]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6371, grad_fn=<NllLossBackward>)","tensor([[-0.1203, -0.0996,  0.2067, -0.0330, -0.0156]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.6727, grad_fn=<NllLossBackward>)","tensor([[ 0.3904, -0.2529,  0.7521,  0.1083, -0.8070]],
       grad_fn=<AddmmBackward>)",2
118,4,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera",4,"tensor(1.0919, grad_fn=<NllLossBackward>)","tensor([[-0.3913, -0.1290, -0.3597, -0.2525,  0.4254]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6178, grad_fn=<NllLossBackward>)","tensor([[-0.1217, -0.0990,  0.2014, -0.0361, -0.0157]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.5169, grad_fn=<NllLossBackward>)","tensor([[ 0.4513, -0.2473,  0.7383,  0.0916, -0.7208]],
       grad_fn=<AddmmBackward>)",2
119,4,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder",4,"tensor(1.1201, grad_fn=<NllLossBackward>)","tensor([[-0.4069, -0.1282, -0.4123, -0.2566,  0.3671]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6183, grad_fn=<NllLossBackward>)","tensor([[-0.1274, -0.1028,  0.2061, -0.0341, -0.0166]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.4830, grad_fn=<NllLossBackward>)","tensor([[ 0.3079, -0.2198,  0.6617,  0.0279, -0.7608]],
       grad_fn=<AddmmBackward>)",2
120,4,A positively thrilling combination,3,"tensor(1.6216, grad_fn=<NllLossBackward>)","tensor([[-0.4837, -0.0389, -0.7597, -0.2197,  0.1942]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6445, grad_fn=<NllLossBackward>)","tensor([[-0.1214, -0.1059,  0.1959, -0.0466, -0.0136]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7065, grad_fn=<NllLossBackward>)","tensor([[ 0.3301, -0.2341,  0.7026,  0.0361, -0.7459]],
       grad_fn=<AddmmBackward>)",2
121,4,positively thrilling combination,3,"tensor(1.6135, grad_fn=<NllLossBackward>)","tensor([[-0.5490, -0.1367, -0.7376, -0.2213,  0.2578]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6452, grad_fn=<NllLossBackward>)","tensor([[-0.1233, -0.1067,  0.1986, -0.0460, -0.0085]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.6106, grad_fn=<NllLossBackward>)","tensor([[ 0.3328, -0.2900,  0.5164,  0.0886, -0.5836]],
       grad_fn=<AddmmBackward>)",2
122,4,positively,3,"tensor(1.7275, grad_fn=<NllLossBackward>)","tensor([[-0.5454, -0.1537, -0.6225, -0.3018,  0.3697]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6475, grad_fn=<NllLossBackward>)","tensor([[-0.1169, -0.1061,  0.1960, -0.0477, -0.0067]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7066, grad_fn=<NllLossBackward>)","tensor([[ 0.1139, -0.2858,  0.1519, -0.1003,  0.0428]],
       grad_fn=<AddmmBackward>)",2
123,4,thrilling combination,3,"tensor(1.5696, grad_fn=<NllLossBackward>)","tensor([[-0.5324, -0.1029, -0.7781, -0.1731,  0.2240]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6467, grad_fn=<NllLossBackward>)","tensor([[-0.1130, -0.1106,  0.2026, -0.0457, -0.0106]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.6488, grad_fn=<NllLossBackward>)","tensor([[ 0.4431, -0.3417,  0.2850,  0.0036, -0.4818]],
       grad_fn=<AddmmBackward>)",0
124,4,thrilling,4,"tensor(1.0953, grad_fn=<NllLossBackward>)","tensor([[-0.5878, -0.1085, -0.8626, -0.1467,  0.3192]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6103, grad_fn=<NllLossBackward>)","tensor([[-0.1149, -0.1043,  0.1987, -0.0494, -0.0101]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.3159, grad_fn=<NllLossBackward>)","tensor([[ 0.2418, -0.2002,  0.4464,  0.1822, -0.6321]],
       grad_fn=<AddmmBackward>)",2
125,4,combination,2,"tensor(2.2896, grad_fn=<NllLossBackward>)","tensor([[-0.5629, -0.0732, -0.8737, -0.0595,  0.2324]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4028, grad_fn=<NllLossBackward>)","tensor([[-0.1198, -0.1028,  0.1999, -0.0386, -0.0063]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4478, grad_fn=<NllLossBackward>)","tensor([[ 0.1032, -0.2862,  0.1573, -0.1094,  0.0506]],
       grad_fn=<AddmmBackward>)",2
126,4,"of ethnography and all the intrigue , betrayal , deceit and murder",2,"tensor(1.9095, grad_fn=<NllLossBackward>)","tensor([[-0.4416, -0.0928, -0.3668, -0.1658,  0.4590]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4005, grad_fn=<NllLossBackward>)","tensor([[-0.1228, -0.1051,  0.2011, -0.0329, -0.0140]],
       grad_fn=<AddmmBackward>)",2,"tensor(0.8607, grad_fn=<NllLossBackward>)","tensor([[ 0.1441, -0.2406,  0.9631,  0.2028, -0.8932]],
       grad_fn=<AddmmBackward>)",2
127,4,"ethnography and all the intrigue , betrayal , deceit and murder",2,"tensor(1.7770, grad_fn=<NllLossBackward>)","tensor([[-0.3733,  0.0314, -0.2058, -0.2204,  0.3892]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.3951, grad_fn=<NllLossBackward>)","tensor([[-0.1183, -0.1071,  0.2102, -0.0319, -0.0101]],
       grad_fn=<AddmmBackward>)",2,"tensor(0.9019, grad_fn=<NllLossBackward>)","tensor([[ 0.1131, -0.2320,  0.8993,  0.2337, -0.8609]],
       grad_fn=<AddmmBackward>)",2
128,4,ethnography and,2,"tensor(2.0980, grad_fn=<NllLossBackward>)","tensor([[-0.5040, -0.0399, -0.6236, -0.3884,  0.4635]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4055, grad_fn=<NllLossBackward>)","tensor([[-0.1063, -0.0926,  0.2023, -0.0407, -0.0033]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1089, grad_fn=<NllLossBackward>)","tensor([[ 0.1390, -0.0539,  0.6417,  0.2617, -0.7716]],
       grad_fn=<AddmmBackward>)",2
129,4,ethnography,2,"tensor(2.0455, grad_fn=<NllLossBackward>)","tensor([[-0.4874, -0.1012, -0.5692, -0.3346,  0.4556]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4078, grad_fn=<NllLossBackward>)","tensor([[-0.1011, -0.0949,  0.1994, -0.0414, -0.0045]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.2137, grad_fn=<NllLossBackward>)","tensor([[ 0.1427, -0.1494,  0.4679,  0.2660, -0.7805]],
       grad_fn=<AddmmBackward>)",2
130,4,"all the intrigue , betrayal , deceit and murder",2,"tensor(1.9370, grad_fn=<NllLossBackward>)","tensor([[-0.4681, -0.0695, -0.4502, -0.2272,  0.3574]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.3998, grad_fn=<NllLossBackward>)","tensor([[-0.1247, -0.1076,  0.2004, -0.0367, -0.0128]],
       grad_fn=<AddmmBackward>)",2,"tensor(0.9619, grad_fn=<NllLossBackward>)","tensor([[ 0.0706, -0.2451,  0.8091,  0.2869, -0.8151]],
       grad_fn=<AddmmBackward>)",2
131,4,all,2,"tensor(2.2852, grad_fn=<NllLossBackward>)","tensor([[-0.5331, -0.0926, -0.8503,  0.0167,  0.2285]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4003, grad_fn=<NllLossBackward>)","tensor([[-0.1206, -0.1012,  0.1996, -0.0449, -0.0146]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4532, grad_fn=<NllLossBackward>)","tensor([[ 0.1126, -0.2860,  0.1528, -0.1029,  0.0443]],
       grad_fn=<AddmmBackward>)",2
132,4,"the intrigue , betrayal , deceit and murder",1,"tensor(1.5978, grad_fn=<NllLossBackward>)","tensor([[-0.4413, -0.0969, -0.4394, -0.2294,  0.4025]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7049, grad_fn=<NllLossBackward>)","tensor([[-0.1212, -0.1030,  0.2014, -0.0366, -0.0125]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.9807, grad_fn=<NllLossBackward>)","tensor([[ 0.0870, -0.2270,  0.7615,  0.2579, -0.7935]],
       grad_fn=<AddmmBackward>)",2
133,4,"intrigue , betrayal , deceit and murder",2,"tensor(1.9871, grad_fn=<NllLossBackward>)","tensor([[-0.4501, -0.1427, -0.4890, -0.3127,  0.4846]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4038, grad_fn=<NllLossBackward>)","tensor([[-0.1247, -0.1030,  0.1960, -0.0370, -0.0133]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0590, grad_fn=<NllLossBackward>)","tensor([[ 0.0876, -0.2130,  0.6602,  0.2423, -0.7525]],
       grad_fn=<AddmmBackward>)",2
134,4,intrigue,3,"tensor(1.4965, grad_fn=<NllLossBackward>)","tensor([[-0.4580, -0.1277, -0.7382, -0.0790,  0.1924]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6439, grad_fn=<NllLossBackward>)","tensor([[-0.1149, -0.1003,  0.1930, -0.0425, -0.0073]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.6026, grad_fn=<NllLossBackward>)","tensor([[ 0.2484, -0.2710,  0.4097,  0.0374, -0.5690]],
       grad_fn=<AddmmBackward>)",2
135,4,", betrayal , deceit and murder",2,"tensor(1.8700, grad_fn=<NllLossBackward>)","tensor([[-0.4469, -0.1333, -0.3707, -0.1494,  0.3453]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4023, grad_fn=<NllLossBackward>)","tensor([[-0.1246, -0.1037,  0.1978, -0.0364, -0.0137]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.2526, grad_fn=<NllLossBackward>)","tensor([[ 0.1122, -0.2726,  0.4032,  0.2304, -0.5084]],
       grad_fn=<AddmmBackward>)",2
136,4,"betrayal , deceit and murder",1,"tensor(1.6257, grad_fn=<NllLossBackward>)","tensor([[-0.4491, -0.1428, -0.4345, -0.2754,  0.4013]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7035, grad_fn=<NllLossBackward>)","tensor([[-0.1241, -0.1039,  0.1979, -0.0374, -0.0162]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.9181, grad_fn=<NllLossBackward>)","tensor([[ 0.1505, -0.2716,  0.4475,  0.1549, -0.6307]],
       grad_fn=<AddmmBackward>)",2
137,4,betrayal,2,"tensor(2.2057, grad_fn=<NllLossBackward>)","tensor([[-0.5181, -0.1279, -0.7798, -0.1449,  0.3093]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4057, grad_fn=<NllLossBackward>)","tensor([[-0.1169, -0.1015,  0.1953, -0.0392, -0.0123]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4457, grad_fn=<NllLossBackward>)","tensor([[ 0.0992, -0.2880,  0.1573, -0.1086,  0.0454]],
       grad_fn=<AddmmBackward>)",2
138,4,", deceit and murder",1,"tensor(1.6563, grad_fn=<NllLossBackward>)","tensor([[-0.4911, -0.1792, -0.4469, -0.1707,  0.3714]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7034, grad_fn=<NllLossBackward>)","tensor([[-0.1219, -0.1052,  0.1961, -0.0407, -0.0184]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.9563, grad_fn=<NllLossBackward>)","tensor([[ 0.4225, -0.3623, -0.2140,  0.0169, -0.1311]],
       grad_fn=<AddmmBackward>)",0
139,4,deceit and murder,1,"tensor(1.6232, grad_fn=<NllLossBackward>)","tensor([[-0.4913, -0.1630, -0.5199, -0.2711,  0.3975]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7027, grad_fn=<NllLossBackward>)","tensor([[-0.1084, -0.1009,  0.1908, -0.0413, -0.0091]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.9017, grad_fn=<NllLossBackward>)","tensor([[ 0.2425, -0.3065,  0.2772,  0.0104, -0.5297]],
       grad_fn=<AddmmBackward>)",2
140,4,deceit and,2,"tensor(2.0774, grad_fn=<NllLossBackward>)","tensor([[-0.5634, -0.1184, -0.6039, -0.3087,  0.4859]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4101, grad_fn=<NllLossBackward>)","tensor([[-0.1111, -0.0990,  0.1924, -0.0426, -0.0057]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4433, grad_fn=<NllLossBackward>)","tensor([[ 0.0823, -0.2725,  0.1531, -0.1198,  0.0348]],
       grad_fn=<AddmmBackward>)",2
141,4,deceit,1,"tensor(1.6303, grad_fn=<NllLossBackward>)","tensor([[-0.4628, -0.1873, -0.5266, -0.1741,  0.2955]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7043, grad_fn=<NllLossBackward>)","tensor([[-0.1097, -0.1024,  0.1899, -0.0403, -0.0056]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.8901, grad_fn=<NllLossBackward>)","tensor([[ 0.0938, -0.2869,  0.1612, -0.1148,  0.0519]],
       grad_fn=<AddmmBackward>)",2
142,4,murder,1,"tensor(1.5586, grad_fn=<NllLossBackward>)","tensor([[-0.5482, -0.1450, -0.7899, -0.1975,  0.3316]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6993, grad_fn=<NllLossBackward>)","tensor([[-0.1096, -0.0963,  0.1908, -0.0411, -0.0063]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.8905, grad_fn=<NllLossBackward>)","tensor([[ 0.1021, -0.2884,  0.1529, -0.1034,  0.0391]],
       grad_fn=<AddmmBackward>)",2
143,4,of a Shakespearean tragedy or a juicy soap opera,2,"tensor(1.8823, grad_fn=<NllLossBackward>)","tensor([[-0.4122, -0.1655, -0.3635, -0.1568,  0.4101]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4057, grad_fn=<NllLossBackward>)","tensor([[-0.1146, -0.0940,  0.1980, -0.0392, -0.0112]],
       grad_fn=<AddmmBackward>)",2,"tensor(0.9932, grad_fn=<NllLossBackward>)","tensor([[ 0.2277, -0.3044,  0.7153,  0.0142, -0.7584]],
       grad_fn=<AddmmBackward>)",2
144,4,a Shakespearean tragedy or a juicy soap opera,2,"tensor(1.9559, grad_fn=<NllLossBackward>)","tensor([[-0.4486, -0.1852, -0.4780, -0.1926,  0.3847]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4050, grad_fn=<NllLossBackward>)","tensor([[-0.1210, -0.0938,  0.1968, -0.0444, -0.0088]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0289, grad_fn=<NllLossBackward>)","tensor([[ 0.1359, -0.3130,  0.6289,  0.0327, -0.7723]],
       grad_fn=<AddmmBackward>)",2
145,4,a Shakespearean tragedy or,2,"tensor(2.0878, grad_fn=<NllLossBackward>)","tensor([[-0.4851, -0.0145, -0.5931, -0.3924,  0.4876]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4075, grad_fn=<NllLossBackward>)","tensor([[-0.1188, -0.0926,  0.1947, -0.0431, -0.0085]],
       grad_fn=<AddmmBackward>)",2,"tensor(0.9947, grad_fn=<NllLossBackward>)","tensor([[ 0.2308, -0.1538,  0.8310,  0.2842, -0.7641]],
       grad_fn=<AddmmBackward>)",2
146,4,a Shakespearean tragedy,1,"tensor(1.5826, grad_fn=<NllLossBackward>)","tensor([[-0.4024, -0.1164, -0.5504, -0.2400,  0.3439]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7023, grad_fn=<NllLossBackward>)","tensor([[-0.1212, -0.1018,  0.1980, -0.0444, -0.0090]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.8296, grad_fn=<NllLossBackward>)","tensor([[-0.0273, -0.1248,  0.5710,  0.3125, -0.6772]],
       grad_fn=<AddmmBackward>)",2
147,4,Shakespearean tragedy,2,"tensor(2.0027, grad_fn=<NllLossBackward>)","tensor([[-0.4507, -0.1038, -0.5326, -0.2968,  0.3926]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4081, grad_fn=<NllLossBackward>)","tensor([[-0.1150, -0.1003,  0.1937, -0.0428, -0.0058]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1772, grad_fn=<NllLossBackward>)","tensor([[-0.0350, -0.1479,  0.5094,  0.3731, -0.7838]],
       grad_fn=<AddmmBackward>)",2
148,4,Shakespearean,2,"tensor(2.1124, grad_fn=<NllLossBackward>)","tensor([[-0.5799, -0.0795, -0.6328, -0.3134,  0.4981]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4096, grad_fn=<NllLossBackward>)","tensor([[-0.1131, -0.1013,  0.1918, -0.0430, -0.0057]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.3364, grad_fn=<NllLossBackward>)","tensor([[ 0.2456, -0.1191,  0.3141,  0.0616, -0.4926]],
       grad_fn=<AddmmBackward>)",2
149,4,tragedy,1,"tensor(1.5520, grad_fn=<NllLossBackward>)","tensor([[-0.5456, -0.1095, -0.7830, -0.1821,  0.3820]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7001, grad_fn=<NllLossBackward>)","tensor([[-0.1090, -0.0986,  0.1901, -0.0420, -0.0107]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.8862, grad_fn=<NllLossBackward>)","tensor([[ 0.0837, -0.2857,  0.1664, -0.1185,  0.0462]],
       grad_fn=<AddmmBackward>)",2
150,4,or,2,"tensor(2.2980, grad_fn=<NllLossBackward>)","tensor([[-0.5410, -0.0456, -0.8721, -0.0966,  0.2609]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4039, grad_fn=<NllLossBackward>)","tensor([[-0.1188, -0.0992,  0.1954, -0.0508, -0.0101]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4613, grad_fn=<NllLossBackward>)","tensor([[ 0.1288, -0.2808,  0.1485, -0.0987,  0.0420]],
       grad_fn=<AddmmBackward>)",2
151,4,a juicy soap opera,3,"tensor(1.5965, grad_fn=<NllLossBackward>)","tensor([[-0.4656, -0.0230, -0.6624, -0.1515,  0.2327]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6447, grad_fn=<NllLossBackward>)","tensor([[-0.1190, -0.1051,  0.1954, -0.0462, -0.0133]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.6286, grad_fn=<NllLossBackward>)","tensor([[ 0.1915, -0.2625,  0.5355,  0.0158, -0.7477]],
       grad_fn=<AddmmBackward>)",2
152,4,juicy soap opera,3,"tensor(1.5981, grad_fn=<NllLossBackward>)","tensor([[-0.5456, -0.0972, -0.6523, -0.1614,  0.2989]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6475, grad_fn=<NllLossBackward>)","tensor([[-0.1178, -0.1021,  0.1935, -0.0482, -0.0088]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4739, grad_fn=<NllLossBackward>)","tensor([[ 0.1076, -0.2820,  0.4523,  0.1507, -0.7469]],
       grad_fn=<AddmmBackward>)",2
153,4,juicy,3,"tensor(1.4474, grad_fn=<NllLossBackward>)","tensor([[-0.5067, -0.0461, -0.8878, -0.0077,  0.2295]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6539, grad_fn=<NllLossBackward>)","tensor([[-0.1129, -0.0996,  0.1948, -0.0536, -0.0068]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7115, grad_fn=<NllLossBackward>)","tensor([[ 0.1072, -0.2880,  0.1560, -0.1054,  0.0502]],
       grad_fn=<AddmmBackward>)",2
154,4,soap opera,1,"tensor(1.5335, grad_fn=<NllLossBackward>)","tensor([[-0.5693, -0.0725, -0.6139, -0.2040,  0.3766]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7043, grad_fn=<NllLossBackward>)","tensor([[-0.1155, -0.1017,  0.1991, -0.0425, -0.0069]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.8583, grad_fn=<NllLossBackward>)","tensor([[ 0.0247, -0.2104,  0.5027,  0.2306, -0.8024]],
       grad_fn=<AddmmBackward>)",2
155,4,soap,2,"tensor(2.0495, grad_fn=<NllLossBackward>)","tensor([[-0.5477, -0.1351, -0.6387, -0.1845,  0.2531]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4062, grad_fn=<NllLossBackward>)","tensor([[-0.1149, -0.1003,  0.1952, -0.0479, -0.0048]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1315, grad_fn=<NllLossBackward>)","tensor([[ 0.2418, -0.2280,  0.5592,  0.0905, -0.6742]],
       grad_fn=<AddmmBackward>)",2
