PhraseId,SentenceId,Phrase,Sentiment,Bert_Loss,Bert_Logits,RoBerta_Loss,RoBerta_Logits
198,6,crisis,2,"tensor(0.5796, grad_fn=<NllLossBackward>)","tensor([[0.0365, 0.2781]], grad_fn=<AddmmBackward>)","tensor(0.7633, grad_fn=<NllLossBackward>)","tensor([[ 1.1644e-04, -1.3554e-01]], grad_fn=<AddmmBackward>)"
199,7,"Narratively , Trouble Every Day is a plodding mess .",1,"tensor(0.4689, grad_fn=<NllLossBackward>)","tensor([[-0.0738,  0.4399]], grad_fn=<AddmmBackward>)","tensor(0.7594, grad_fn=<NllLossBackward>)","tensor([[-0.0085, -0.1369]], grad_fn=<AddmmBackward>)"
200,7,Narratively,2,"tensor(0.4487, grad_fn=<NllLossBackward>)","tensor([[-0.0922,  0.4766]], grad_fn=<AddmmBackward>)","tensor(0.7631, grad_fn=<NllLossBackward>)","tensor([[-0.0007, -0.1361]], grad_fn=<AddmmBackward>)"
201,7,", Trouble Every Day is a plodding mess .",1,"tensor(0.4709, grad_fn=<NllLossBackward>)","tensor([[-0.0476,  0.4607]], grad_fn=<AddmmBackward>)","tensor(0.7619, grad_fn=<NllLossBackward>)","tensor([[-0.0072, -0.1404]], grad_fn=<AddmmBackward>)"
202,7,Trouble Every Day is a plodding mess .,0,"tensor(0.4365, grad_fn=<NllLossBackward>)","tensor([[-0.0701,  0.5327]], grad_fn=<AddmmBackward>)","tensor(0.7616, grad_fn=<NllLossBackward>)","tensor([[-0.0022, -0.1348]], grad_fn=<AddmmBackward>)"
203,7,Trouble Every Day,2,"tensor(0.4803, grad_fn=<NllLossBackward>)","tensor([[-0.0221,  0.4614]], grad_fn=<AddmmBackward>)","tensor(0.7610, grad_fn=<NllLossBackward>)","tensor([[-0.0063, -0.1378]], grad_fn=<AddmmBackward>)"
204,7,Trouble,1,"tensor(0.5880, grad_fn=<NllLossBackward>)","tensor([[0.0753, 0.2980]], grad_fn=<AddmmBackward>)","tensor(0.7616, grad_fn=<NllLossBackward>)","tensor([[-0.0008, -0.1333]], grad_fn=<AddmmBackward>)"
205,7,Every Day,2,"tensor(0.4895, grad_fn=<NllLossBackward>)","tensor([[-0.0467,  0.4129]], grad_fn=<AddmmBackward>)","tensor(0.7635, grad_fn=<NllLossBackward>)","tensor([[-0.0037, -0.1398]], grad_fn=<AddmmBackward>)"
206,7,Every,2,"tensor(0.4992, grad_fn=<NllLossBackward>)","tensor([[-0.0381,  0.3967]], grad_fn=<AddmmBackward>)","tensor(0.7564, grad_fn=<NllLossBackward>)","tensor([[-0.0087, -0.1315]], grad_fn=<AddmmBackward>)"
207,7,Day,2,"tensor(0.5067, grad_fn=<NllLossBackward>)","tensor([[-0.0295,  0.3863]], grad_fn=<AddmmBackward>)","tensor(0.7588, grad_fn=<NllLossBackward>)","tensor([[-0.0043, -0.1315]], grad_fn=<AddmmBackward>)"
208,7,is a plodding mess .,1,"tensor(0.4244, grad_fn=<NllLossBackward>)","tensor([[-0.1654,  0.4718]], grad_fn=<AddmmBackward>)","tensor(0.7647, grad_fn=<NllLossBackward>)","tensor([[ 0.0037, -0.1347]], grad_fn=<AddmmBackward>)"
209,7,is a plodding mess,0,"tensor(0.4641, grad_fn=<NllLossBackward>)","tensor([[-0.0998,  0.4267]], grad_fn=<AddmmBackward>)","tensor(0.7629, grad_fn=<NllLossBackward>)","tensor([[ 0.0037, -0.1313]], grad_fn=<AddmmBackward>)"
210,7,a plodding mess,1,"tensor(0.4675, grad_fn=<NllLossBackward>)","tensor([[-0.0622,  0.4553]], grad_fn=<AddmmBackward>)","tensor(0.7634, grad_fn=<NllLossBackward>)","tensor([[ 0.0014, -0.1345]], grad_fn=<AddmmBackward>)"
211,7,plodding mess,0,"tensor(0.4507, grad_fn=<NllLossBackward>)","tensor([[-0.0747,  0.4885]], grad_fn=<AddmmBackward>)","tensor(0.7684, grad_fn=<NllLossBackward>)","tensor([[ 0.0031, -0.1421]], grad_fn=<AddmmBackward>)"
212,7,plodding,1,"tensor(0.4185, grad_fn=<NllLossBackward>)","tensor([[-0.1420,  0.5126]], grad_fn=<AddmmBackward>)","tensor(0.7659, grad_fn=<NllLossBackward>)","tensor([[-0.0015, -0.1421]], grad_fn=<AddmmBackward>)"
213,7,mess,1,"tensor(0.5277, grad_fn=<NllLossBackward>)","tensor([[-0.0226,  0.3413]], grad_fn=<AddmmBackward>)","tensor(0.7584, grad_fn=<NllLossBackward>)","tensor([[-0.0069, -0.1335]], grad_fn=<AddmmBackward>)"
214,8,"The Importance of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",3,"tensor(0.4869, grad_fn=<NllLossBackward>)","tensor([[-0.0724,  0.3940]], grad_fn=<AddmmBackward>)","tensor(0.7647, grad_fn=<NllLossBackward>)","tensor([[ 0.0063, -0.1321]], grad_fn=<AddmmBackward>)"
215,8,The Importance,2,"tensor(0.5850, grad_fn=<NllLossBackward>)","tensor([[0.0320, 0.2613]], grad_fn=<AddmmBackward>)","tensor(0.7626, grad_fn=<NllLossBackward>)","tensor([[-0.0039, -0.1383]], grad_fn=<AddmmBackward>)"
216,8,Importance,3,"tensor(0.5454, grad_fn=<NllLossBackward>)","tensor([[0.0180, 0.3391]], grad_fn=<AddmmBackward>)","tensor(0.7628, grad_fn=<NllLossBackward>)","tensor([[-0.0047, -0.1394]], grad_fn=<AddmmBackward>)"
217,8,"of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",2,"tensor(0.4898, grad_fn=<NllLossBackward>)","tensor([[-0.0732,  0.3857]], grad_fn=<AddmmBackward>)","tensor(0.7635, grad_fn=<NllLossBackward>)","tensor([[ 0.0034, -0.1327]], grad_fn=<AddmmBackward>)"
218,8,"Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",3,"tensor(0.5100, grad_fn=<NllLossBackward>)","tensor([[-0.0343,  0.3731]], grad_fn=<AddmmBackward>)","tensor(0.7644, grad_fn=<NllLossBackward>)","tensor([[ 0.0051, -0.1327]], grad_fn=<AddmmBackward>)"
219,8,Being,2,"tensor(0.5462, grad_fn=<NllLossBackward>)","tensor([[-0.0041,  0.3152]], grad_fn=<AddmmBackward>)","tensor(0.7617, grad_fn=<NllLossBackward>)","tensor([[-0.0023, -0.1351]], grad_fn=<AddmmBackward>)"
220,8,"Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",2,"tensor(0.4976, grad_fn=<NllLossBackward>)","tensor([[-0.0547,  0.3842]], grad_fn=<AddmmBackward>)","tensor(0.7633, grad_fn=<NllLossBackward>)","tensor([[ 0.0044, -0.1313]], grad_fn=<AddmmBackward>)"
221,8,"Earnest ,",3,"tensor(0.4209, grad_fn=<NllLossBackward>)","tensor([[-0.1747,  0.4728]], grad_fn=<AddmmBackward>)","tensor(0.7600, grad_fn=<NllLossBackward>)","tensor([[-0.0033, -0.1329]], grad_fn=<AddmmBackward>)"
222,8,Earnest,3,"tensor(0.5356, grad_fn=<NllLossBackward>)","tensor([[-0.0330,  0.3117]], grad_fn=<AddmmBackward>)","tensor(0.7607, grad_fn=<NllLossBackward>)","tensor([[-0.0006, -0.1314]], grad_fn=<AddmmBackward>)"
223,8,so thick with wit it plays like a reading from Bartlett 's Familiar Quotations,2,"tensor(0.5218, grad_fn=<NllLossBackward>)","tensor([[-0.0084,  0.3698]], grad_fn=<AddmmBackward>)","tensor(0.7639, grad_fn=<NllLossBackward>)","tensor([[ 0.0069, -0.1300]], grad_fn=<AddmmBackward>)"
224,8,so,2,"tensor(0.5626, grad_fn=<NllLossBackward>)","tensor([[0.0399, 0.3205]], grad_fn=<AddmmBackward>)","tensor(0.7590, grad_fn=<NllLossBackward>)","tensor([[-0.0043, -0.1320]], grad_fn=<AddmmBackward>)"
225,8,thick with wit it plays like a reading from Bartlett 's Familiar Quotations,3,"tensor(0.5454, grad_fn=<NllLossBackward>)","tensor([[0.0058, 0.3270]], grad_fn=<AddmmBackward>)","tensor(0.7632, grad_fn=<NllLossBackward>)","tensor([[ 0.0057, -0.1298]], grad_fn=<AddmmBackward>)"
226,8,thick,2,"tensor(0.6114, grad_fn=<NllLossBackward>)","tensor([[0.1070, 0.2779]], grad_fn=<AddmmBackward>)","tensor(0.7566, grad_fn=<NllLossBackward>)","tensor([[-0.0087, -0.1317]], grad_fn=<AddmmBackward>)"
227,8,with wit it plays like a reading from Bartlett 's Familiar Quotations,3,"tensor(0.5163, grad_fn=<NllLossBackward>)","tensor([[-0.0301,  0.3617]], grad_fn=<AddmmBackward>)","tensor(0.7620, grad_fn=<NllLossBackward>)","tensor([[ 0.0032, -0.1300]], grad_fn=<AddmmBackward>)"
228,8,with,2,"tensor(0.6000, grad_fn=<NllLossBackward>)","tensor([[0.0574, 0.2531]], grad_fn=<AddmmBackward>)","tensor(0.7561, grad_fn=<NllLossBackward>)","tensor([[ 0.0003, -0.1220]], grad_fn=<AddmmBackward>)"
229,8,wit it plays like a reading from Bartlett 's Familiar Quotations,2,"tensor(0.5307, grad_fn=<NllLossBackward>)","tensor([[-0.0092,  0.3473]], grad_fn=<AddmmBackward>)","tensor(0.7627, grad_fn=<NllLossBackward>)","tensor([[ 0.0027, -0.1318]], grad_fn=<AddmmBackward>)"
230,8,wit,2,"tensor(0.6058, grad_fn=<NllLossBackward>)","tensor([[0.0695, 0.2526]], grad_fn=<AddmmBackward>)","tensor(0.7591, grad_fn=<NllLossBackward>)","tensor([[-0.0065, -0.1343]], grad_fn=<AddmmBackward>)"
231,8,it plays like a reading from Bartlett 's Familiar Quotations,2,"tensor(0.5559, grad_fn=<NllLossBackward>)","tensor([[0.0146, 0.3109]], grad_fn=<AddmmBackward>)","tensor(0.7617, grad_fn=<NllLossBackward>)","tensor([[ 0.0012, -0.1315]], grad_fn=<AddmmBackward>)"
232,8,it,2,"tensor(0.5265, grad_fn=<NllLossBackward>)","tensor([[-0.0262,  0.3406]], grad_fn=<AddmmBackward>)","tensor(0.7549, grad_fn=<NllLossBackward>)","tensor([[-0.0071, -0.1270]], grad_fn=<AddmmBackward>)"
233,8,plays like a reading from Bartlett 's Familiar Quotations,3,"tensor(0.4599, grad_fn=<NllLossBackward>)","tensor([[-0.1051,  0.4329]], grad_fn=<AddmmBackward>)","tensor(0.7629, grad_fn=<NllLossBackward>)","tensor([[ 0.0040, -0.1311]], grad_fn=<AddmmBackward>)"
234,8,plays,2,"tensor(0.4978, grad_fn=<NllLossBackward>)","tensor([[-0.0375,  0.4008]], grad_fn=<AddmmBackward>)","tensor(0.7593, grad_fn=<NllLossBackward>)","tensor([[-0.0051, -0.1333]], grad_fn=<AddmmBackward>)"
235,8,like a reading from Bartlett 's Familiar Quotations,2,"tensor(0.5464, grad_fn=<NllLossBackward>)","tensor([[-0.0083,  0.3105]], grad_fn=<AddmmBackward>)","tensor(0.7603, grad_fn=<NllLossBackward>)","tensor([[ 0.0004, -0.1297]], grad_fn=<AddmmBackward>)"
236,8,like,2,"tensor(0.5782, grad_fn=<NllLossBackward>)","tensor([[0.0491, 0.2940]], grad_fn=<AddmmBackward>)","tensor(0.7590, grad_fn=<NllLossBackward>)","tensor([[-0.0016, -0.1293]], grad_fn=<AddmmBackward>)"
237,8,a reading from Bartlett 's Familiar Quotations,2,"tensor(0.5334, grad_fn=<NllLossBackward>)","tensor([[-0.0171,  0.3329]], grad_fn=<AddmmBackward>)","tensor(0.7569, grad_fn=<NllLossBackward>)","tensor([[-0.0031, -0.1267]], grad_fn=<AddmmBackward>)"
238,8,a reading,2,"tensor(0.6336, grad_fn=<NllLossBackward>)","tensor([[0.1108, 0.2337]], grad_fn=<AddmmBackward>)","tensor(0.7553, grad_fn=<NllLossBackward>)","tensor([[-0.0088, -0.1296]], grad_fn=<AddmmBackward>)"
239,8,reading,2,"tensor(0.6031, grad_fn=<NllLossBackward>)","tensor([[0.0788, 0.2679]], grad_fn=<AddmmBackward>)","tensor(0.7582, grad_fn=<NllLossBackward>)","tensor([[-0.0017, -0.1278]], grad_fn=<AddmmBackward>)"
240,8,from Bartlett 's Familiar Quotations,2,"tensor(0.4745, grad_fn=<NllLossBackward>)","tensor([[-0.0554,  0.4434]], grad_fn=<AddmmBackward>)","tensor(0.7606, grad_fn=<NllLossBackward>)","tensor([[ 0.0022, -0.1284]], grad_fn=<AddmmBackward>)"
241,8,from,2,"tensor(0.5809, grad_fn=<NllLossBackward>)","tensor([[0.0484, 0.2871]], grad_fn=<AddmmBackward>)","tensor(0.7656, grad_fn=<NllLossBackward>)","tensor([[ 0.0056, -0.1345]], grad_fn=<AddmmBackward>)"
242,8,Bartlett 's Familiar Quotations,2,"tensor(0.4648, grad_fn=<NllLossBackward>)","tensor([[-0.0702,  0.4545]], grad_fn=<AddmmBackward>)","tensor(0.7593, grad_fn=<NllLossBackward>)","tensor([[-0.0035, -0.1318]], grad_fn=<AddmmBackward>)"
243,8,Bartlett 's,2,"tensor(0.5680, grad_fn=<NllLossBackward>)","tensor([[0.0161, 0.2845]], grad_fn=<AddmmBackward>)","tensor(0.7585, grad_fn=<NllLossBackward>)","tensor([[-0.0050, -0.1318]], grad_fn=<AddmmBackward>)"
244,8,Bartlett,2,"tensor(0.5316, grad_fn=<NllLossBackward>)","tensor([[-0.0300,  0.3243]], grad_fn=<AddmmBackward>)","tensor(0.7607, grad_fn=<NllLossBackward>)","tensor([[-0.0041, -0.1350]], grad_fn=<AddmmBackward>)"
245,8,Familiar Quotations,2,"tensor(0.4998, grad_fn=<NllLossBackward>)","tensor([[-0.0024,  0.4309]], grad_fn=<AddmmBackward>)","tensor(0.7633, grad_fn=<NllLossBackward>)","tensor([[-0.0002, -0.1359]], grad_fn=<AddmmBackward>)"
246,8,Familiar,2,"tensor(0.5194, grad_fn=<NllLossBackward>)","tensor([[-0.0039,  0.3802]], grad_fn=<AddmmBackward>)","tensor(0.7641, grad_fn=<NllLossBackward>)","tensor([[-0.0007, -0.1379]], grad_fn=<AddmmBackward>)"
247,8,Quotations,2,"tensor(0.4478, grad_fn=<NllLossBackward>)","tensor([[-0.0663,  0.5049]], grad_fn=<AddmmBackward>)","tensor(0.7609, grad_fn=<NllLossBackward>)","tensor([[ 0.0009, -0.1304]], grad_fn=<AddmmBackward>)"
248,9,But it does n't leave you with much .,1,"tensor(0.4757, grad_fn=<NllLossBackward>)","tensor([[-0.1069,  0.3889]], grad_fn=<AddmmBackward>)","tensor(0.7581, grad_fn=<NllLossBackward>)","tensor([[-0.0075, -0.1334]], grad_fn=<AddmmBackward>)"
249,9,it does n't leave you with much .,1,"tensor(0.4805, grad_fn=<NllLossBackward>)","tensor([[-0.0815,  0.4017]], grad_fn=<AddmmBackward>)","tensor(0.7568, grad_fn=<NllLossBackward>)","tensor([[-0.0079, -0.1314]], grad_fn=<AddmmBackward>)"
250,9,does n't leave you with much .,1,"tensor(0.4456, grad_fn=<NllLossBackward>)","tensor([[-0.1399,  0.4373]], grad_fn=<AddmmBackward>)","tensor(0.7598, grad_fn=<NllLossBackward>)","tensor([[-0.0044, -0.1336]], grad_fn=<AddmmBackward>)"
251,9,does n't leave you with much,1,"tensor(0.5276, grad_fn=<NllLossBackward>)","tensor([[-0.0059,  0.3582]], grad_fn=<AddmmBackward>)","tensor(0.7604, grad_fn=<NllLossBackward>)","tensor([[-0.0018, -0.1320]], grad_fn=<AddmmBackward>)"
252,9,does n't,1,"tensor(0.4681, grad_fn=<NllLossBackward>)","tensor([[-0.0746,  0.4414]], grad_fn=<AddmmBackward>)","tensor(0.7535, grad_fn=<NllLossBackward>)","tensor([[-0.0028, -0.1201]], grad_fn=<AddmmBackward>)"
253,9,does,2,"tensor(0.4999, grad_fn=<NllLossBackward>)","tensor([[-0.0463,  0.3866]], grad_fn=<AddmmBackward>)","tensor(0.7577, grad_fn=<NllLossBackward>)","tensor([[-0.0065, -0.1317]], grad_fn=<AddmmBackward>)"
254,9,n't,2,"tensor(0.4776, grad_fn=<NllLossBackward>)","tensor([[-0.0571,  0.4337]], grad_fn=<AddmmBackward>)","tensor(0.7584, grad_fn=<NllLossBackward>)","tensor([[-0.0034, -0.1300]], grad_fn=<AddmmBackward>)"
255,9,leave you with much,2,"tensor(0.4710, grad_fn=<NllLossBackward>)","tensor([[-0.0685,  0.4397]], grad_fn=<AddmmBackward>)","tensor(0.7553, grad_fn=<NllLossBackward>)","tensor([[-0.0109, -0.1316]], grad_fn=<AddmmBackward>)"
256,9,leave you,2,"tensor(0.4481, grad_fn=<NllLossBackward>)","tensor([[-0.0432,  0.5270]], grad_fn=<AddmmBackward>)","tensor(0.7633, grad_fn=<NllLossBackward>)","tensor([[-0.0019, -0.1376]], grad_fn=<AddmmBackward>)"
257,9,leave,1,"tensor(0.5522, grad_fn=<NllLossBackward>)","tensor([[0.0383, 0.3433]], grad_fn=<AddmmBackward>)","tensor(0.7571, grad_fn=<NllLossBackward>)","tensor([[-0.0059, -0.1299]], grad_fn=<AddmmBackward>)"
258,9,you,2,"tensor(0.5195, grad_fn=<NllLossBackward>)","tensor([[0.0142, 0.3982]], grad_fn=<AddmmBackward>)","tensor(0.7589, grad_fn=<NllLossBackward>)","tensor([[-0.0010, -0.1284]], grad_fn=<AddmmBackward>)"
259,9,with much,2,"tensor(0.5082, grad_fn=<NllLossBackward>)","tensor([[-0.0468,  0.3653]], grad_fn=<AddmmBackward>)","tensor(0.7547, grad_fn=<NllLossBackward>)","tensor([[-0.0046, -0.1241]], grad_fn=<AddmmBackward>)"
260,10,You could hate it for the same reason .,1,"tensor(0.4923, grad_fn=<NllLossBackward>)","tensor([[0.0146, 0.4671]], grad_fn=<AddmmBackward>)","tensor(0.7627, grad_fn=<NllLossBackward>)","tensor([[-0.0033, -0.1379]], grad_fn=<AddmmBackward>)"
261,10,could hate it for the same reason .,1,"tensor(0.4683, grad_fn=<NllLossBackward>)","tensor([[-0.0704,  0.4450]], grad_fn=<AddmmBackward>)","tensor(0.7580, grad_fn=<NllLossBackward>)","tensor([[-0.0082, -0.1341]], grad_fn=<AddmmBackward>)"
262,10,could hate it for the same reason,0,"tensor(0.5944, grad_fn=<NllLossBackward>)","tensor([[0.0819, 0.2902]], grad_fn=<AddmmBackward>)","tensor(0.7582, grad_fn=<NllLossBackward>)","tensor([[-0.0097, -0.1359]], grad_fn=<AddmmBackward>)"
263,10,could,2,"tensor(0.5689, grad_fn=<NllLossBackward>)","tensor([[0.0395, 0.3056]], grad_fn=<AddmmBackward>)","tensor(0.7577, grad_fn=<NllLossBackward>)","tensor([[-0.0078, -0.1330]], grad_fn=<AddmmBackward>)"
264,10,hate it for the same reason,1,"tensor(0.4047, grad_fn=<NllLossBackward>)","tensor([[-0.1481,  0.5474]], grad_fn=<AddmmBackward>)","tensor(0.7587, grad_fn=<NllLossBackward>)","tensor([[-0.0058, -0.1329]], grad_fn=<AddmmBackward>)"
265,10,hate it,0,"tensor(0.3849, grad_fn=<NllLossBackward>)","tensor([[-0.1732,  0.5829]], grad_fn=<AddmmBackward>)","tensor(0.7617, grad_fn=<NllLossBackward>)","tensor([[-0.0007, -0.1333]], grad_fn=<AddmmBackward>)"
266,10,hate,0,"tensor(0.5506, grad_fn=<NllLossBackward>)","tensor([[0.0470, 0.3557]], grad_fn=<AddmmBackward>)","tensor(0.7604, grad_fn=<NllLossBackward>)","tensor([[-0.0008, -0.1311]], grad_fn=<AddmmBackward>)"
267,10,for the same reason,2,"tensor(0.6468, grad_fn=<NllLossBackward>)","tensor([[0.1692, 0.2640]], grad_fn=<AddmmBackward>)","tensor(0.7569, grad_fn=<NllLossBackward>)","tensor([[-0.0074, -0.1310]], grad_fn=<AddmmBackward>)"
268,10,the same reason,2,"tensor(0.6170, grad_fn=<NllLossBackward>)","tensor([[0.1237, 0.2821]], grad_fn=<AddmmBackward>)","tensor(0.7565, grad_fn=<NllLossBackward>)","tensor([[-0.0052, -0.1281]], grad_fn=<AddmmBackward>)"
269,10,same reason,2,"tensor(0.5587, grad_fn=<NllLossBackward>)","tensor([[0.0348, 0.3247]], grad_fn=<AddmmBackward>)","tensor(0.7603, grad_fn=<NllLossBackward>)","tensor([[-0.0023, -0.1324]], grad_fn=<AddmmBackward>)"
270,10,same,2,"tensor(0.5188, grad_fn=<NllLossBackward>)","tensor([[-0.0166,  0.3690]], grad_fn=<AddmmBackward>)","tensor(0.7585, grad_fn=<NllLossBackward>)","tensor([[-0.0064, -0.1331]], grad_fn=<AddmmBackward>)"
271,10,reason,2,"tensor(0.5721, grad_fn=<NllLossBackward>)","tensor([[0.0644, 0.3230]], grad_fn=<AddmmBackward>)","tensor(0.7552, grad_fn=<NllLossBackward>)","tensor([[-0.0032, -0.1237]], grad_fn=<AddmmBackward>)"
272,11,"There 's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .",1,"tensor(0.4971, grad_fn=<NllLossBackward>)","tensor([[-0.0708,  0.3693]], grad_fn=<AddmmBackward>)","tensor(0.7585, grad_fn=<NllLossBackward>)","tensor([[-0.0069, -0.1336]], grad_fn=<AddmmBackward>)"
273,11,There,2,"tensor(0.4898, grad_fn=<NllLossBackward>)","tensor([[-0.0132,  0.4458]], grad_fn=<AddmmBackward>)","tensor(0.7546, grad_fn=<NllLossBackward>)","tensor([[-0.0028, -0.1221]], grad_fn=<AddmmBackward>)"
274,11,"'s little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .",1,"tensor(0.4814, grad_fn=<NllLossBackward>)","tensor([[-0.1201,  0.3607]], grad_fn=<AddmmBackward>)","tensor(0.7601, grad_fn=<NllLossBackward>)","tensor([[-0.0040, -0.1337]], grad_fn=<AddmmBackward>)"
275,11,"'s little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity",1,"tensor(0.4692, grad_fn=<NllLossBackward>)","tensor([[-0.1310,  0.3821]], grad_fn=<AddmmBackward>)","tensor(0.7602, grad_fn=<NllLossBackward>)","tensor([[-0.0054, -0.1353]], grad_fn=<AddmmBackward>)"
276,11,"'s little to recommend Snow Dogs ,",1,"tensor(0.5061, grad_fn=<NllLossBackward>)","tensor([[-0.0514,  0.3658]], grad_fn=<AddmmBackward>)","tensor(0.7637, grad_fn=<NllLossBackward>)","tensor([[-0.0064, -0.1428]], grad_fn=<AddmmBackward>)"
277,11,'s little to recommend Snow Dogs,1,"tensor(0.4922, grad_fn=<NllLossBackward>)","tensor([[-0.0455,  0.4071]], grad_fn=<AddmmBackward>)","tensor(0.7625, grad_fn=<NllLossBackward>)","tensor([[-0.0020, -0.1361]], grad_fn=<AddmmBackward>)"
278,11,little to recommend Snow Dogs,2,"tensor(0.4511, grad_fn=<NllLossBackward>)","tensor([[-0.1120,  0.4500]], grad_fn=<AddmmBackward>)","tensor(0.7594, grad_fn=<NllLossBackward>)","tensor([[-0.0070, -0.1353]], grad_fn=<AddmmBackward>)"
279,11,little,2,"tensor(0.5644, grad_fn=<NllLossBackward>)","tensor([[0.0293, 0.3059]], grad_fn=<AddmmBackward>)","tensor(0.7563, grad_fn=<NllLossBackward>)","tensor([[-0.0069, -0.1294]], grad_fn=<AddmmBackward>)"
280,11,to recommend Snow Dogs,2,"tensor(0.4488, grad_fn=<NllLossBackward>)","tensor([[-0.1515,  0.4170]], grad_fn=<AddmmBackward>)","tensor(0.7628, grad_fn=<NllLossBackward>)","tensor([[-0.0010, -0.1358]], grad_fn=<AddmmBackward>)"
281,11,recommend Snow Dogs,4,"tensor(0.4263, grad_fn=<NllLossBackward>)","tensor([[-0.1557,  0.4761]], grad_fn=<AddmmBackward>)","tensor(0.7625, grad_fn=<NllLossBackward>)","tensor([[-0.0029, -0.1371]], grad_fn=<AddmmBackward>)"
282,11,recommend,3,"tensor(0.4762, grad_fn=<NllLossBackward>)","tensor([[-0.0557,  0.4387]], grad_fn=<AddmmBackward>)","tensor(0.7620, grad_fn=<NllLossBackward>)","tensor([[ 0.0020, -0.1314]], grad_fn=<AddmmBackward>)"
283,11,Snow Dogs,2,"tensor(0.4376, grad_fn=<NllLossBackward>)","tensor([[-0.1041,  0.4955]], grad_fn=<AddmmBackward>)","tensor(0.7630, grad_fn=<NllLossBackward>)","tensor([[-0.0017, -0.1368]], grad_fn=<AddmmBackward>)"
284,11,Snow,2,"tensor(0.4613, grad_fn=<NllLossBackward>)","tensor([[-0.0577,  0.4765]], grad_fn=<AddmmBackward>)","tensor(0.7574, grad_fn=<NllLossBackward>)","tensor([[-0.0075, -0.1322]], grad_fn=<AddmmBackward>)"
285,11,Dogs,2,"tensor(0.4418, grad_fn=<NllLossBackward>)","tensor([[-0.0878,  0.4999]], grad_fn=<AddmmBackward>)","tensor(0.7686, grad_fn=<NllLossBackward>)","tensor([[ 0.0061, -0.1395]], grad_fn=<AddmmBackward>)"
286,11,unless one considers cliched dialogue and perverse escapism a source of high hilarity,1,"tensor(0.5135, grad_fn=<NllLossBackward>)","tensor([[-0.0200,  0.3788]], grad_fn=<AddmmBackward>)","tensor(0.7581, grad_fn=<NllLossBackward>)","tensor([[-0.0075, -0.1335]], grad_fn=<AddmmBackward>)"
287,11,unless,2,"tensor(0.5776, grad_fn=<NllLossBackward>)","tensor([[0.0620, 0.3083]], grad_fn=<AddmmBackward>)","tensor(0.7597, grad_fn=<NllLossBackward>)","tensor([[-0.0064, -0.1353]], grad_fn=<AddmmBackward>)"
288,11,one considers cliched dialogue and perverse escapism a source of high hilarity,2,"tensor(0.4907, grad_fn=<NllLossBackward>)","tensor([[-0.0570,  0.3996]], grad_fn=<AddmmBackward>)","tensor(0.7573, grad_fn=<NllLossBackward>)","tensor([[-0.0088, -0.1333]], grad_fn=<AddmmBackward>)"
289,11,considers cliched dialogue and perverse escapism a source of high hilarity,2,"tensor(0.4478, grad_fn=<NllLossBackward>)","tensor([[-0.1484,  0.4229]], grad_fn=<AddmmBackward>)","tensor(0.7580, grad_fn=<NllLossBackward>)","tensor([[-0.0072, -0.1329]], grad_fn=<AddmmBackward>)"
290,11,considers,2,"tensor(0.5517, grad_fn=<NllLossBackward>)","tensor([[-0.0197,  0.2865]], grad_fn=<AddmmBackward>)","tensor(0.7581, grad_fn=<NllLossBackward>)","tensor([[-0.0037, -0.1296]], grad_fn=<AddmmBackward>)"
291,11,cliched dialogue and perverse escapism a source of high hilarity,1,"tensor(0.4548, grad_fn=<NllLossBackward>)","tensor([[-0.0979,  0.4539]], grad_fn=<AddmmBackward>)","tensor(0.7618, grad_fn=<NllLossBackward>)","tensor([[-0.0006, -0.1335]], grad_fn=<AddmmBackward>)"
292,11,cliched dialogue and perverse escapism,1,"tensor(0.4605, grad_fn=<NllLossBackward>)","tensor([[-0.0836,  0.4527]], grad_fn=<AddmmBackward>)","tensor(0.7629, grad_fn=<NllLossBackward>)","tensor([[-0.0022, -0.1372]], grad_fn=<AddmmBackward>)"
293,11,cliched dialogue and,1,"tensor(0.4371, grad_fn=<NllLossBackward>)","tensor([[-0.1395,  0.4616]], grad_fn=<AddmmBackward>)","tensor(0.7635, grad_fn=<NllLossBackward>)","tensor([[ 0.0012, -0.1350]], grad_fn=<AddmmBackward>)"
294,11,cliched dialogue,1,"tensor(0.5182, grad_fn=<NllLossBackward>)","tensor([[0.0262, 0.4135]], grad_fn=<AddmmBackward>)","tensor(0.7592, grad_fn=<NllLossBackward>)","tensor([[-0.0045, -0.1325]], grad_fn=<AddmmBackward>)"
295,11,cliched,1,"tensor(0.4984, grad_fn=<NllLossBackward>)","tensor([[0.0169, 0.4536]], grad_fn=<AddmmBackward>)","tensor(0.7574, grad_fn=<NllLossBackward>)","tensor([[-0.0049, -0.1296]], grad_fn=<AddmmBackward>)"
