Score,Summary,Bert_Loss,Bert_Logits,Bert_Labels,roberta_Loss,roberta_Logits,roberta_Labels,albert_Loss,albert_Logits,albert_Labels
1,Contains trans fat and high fructose corn syrup,"tensor(13.1145, grad_fn=<NllLossBackward>)","tensor([[14.3980,  7.2870, 20.3916, 15.3520, 13.4248]],
       grad_fn=<AddmmBackward>)",2,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(14.5442, grad_fn=<NllLossBackward>)","tensor([[ 16.5568,  17.3738,  31.9180,   2.8836, -24.8221]],
       grad_fn=<AddmmBackward>)",2
1,Have not tried product.... however...,"tensor(19.0213, grad_fn=<NllLossBackward>)","tensor([[ 8.1889,  8.4835, 24.7951, 27.4359, 12.5590]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(27.6460, grad_fn=<NllLossBackward>)","tensor([[ 20.5415,  14.6707,  42.3167,  -6.7479, -12.4732]],
       grad_fn=<AddmmBackward>)",2
1,Crumbled cookies are no fun to eat,"tensor(3.7051, grad_fn=<NllLossBackward>)","tensor([[8.1567, 4.8703, 1.0783, 7.3806, 4.3201]], grad_fn=<AddmmBackward>)",0,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(2.6015, grad_fn=<NllLossBackward>)","tensor([[26.3586, 30.5145, 33.0378,  0.0590, 11.8882]],
       grad_fn=<AddmmBackward>)",2
1,No reaction....,"tensor(17.8721, grad_fn=<NllLossBackward>)","tensor([[ 6.4842, 10.8412, 23.9462, 28.7047,  4.1677]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(13.4270, grad_fn=<NllLossBackward>)","tensor([[26.8865, 26.8453, 40.2723,  1.7834,  4.5809]],
       grad_fn=<AddmmBackward>)",2
1,Where's the vinegar?,"tensor(1.0275, grad_fn=<NllLossBackward>)","tensor([[14.3583, 16.4808, 16.9380, 10.3987, 14.1017]],
       grad_fn=<AddmmBackward>)",2,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(6.0312, grad_fn=<NllLossBackward>)","tensor([[32.2780, 34.7646, 40.7931, -4.1965, 13.9599]],
       grad_fn=<AddmmBackward>)",2
1,"Ketchup powdery coating excessive, overdone gritty","tensor(0.0246, grad_fn=<NllLossBackward>)","tensor([[14.8107, 19.1319, 14.6267, 11.4701,  9.2132]],
       grad_fn=<AddmmBackward>)",1,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(0.1136, grad_fn=<NllLossBackward>)","tensor([[31.4273, 39.4423, 37.3219, -1.8805, 17.7958]],
       grad_fn=<AddmmBackward>)",1
1,bland,"tensor(6.0310, grad_fn=<NllLossBackward>)","tensor([[ 5.5321,  5.6542, -6.4980, 11.6802,  4.0435]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(11.1906, grad_fn=<NllLossBackward>)","tensor([[  5.1769,   5.1198,  16.3103,  -6.0674, -13.1471]],
       grad_fn=<AddmmBackward>)",2
1,Mostly dry,"tensor(13.0675, grad_fn=<NllLossBackward>)","tensor([[-3.1216,  2.0160,  3.0233, 15.0835,  1.1530]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(6.0310, grad_fn=<NllLossBackward>)","tensor([[31.7124, 28.4772, 34.4425, -3.1096, 11.3720]],
       grad_fn=<AddmmBackward>)",2
1,Kind of stale,"tensor(4.3113, grad_fn=<NllLossBackward>)","tensor([[ 4.6944,  3.8880,  6.0039,  8.0311, -1.7889]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(7.7215, grad_fn=<NllLossBackward>)","tensor([[25.9149, 24.0625, 31.7808,  0.0733, 19.3685]],
       grad_fn=<AddmmBackward>)",2
1,What Happened,"tensor(0.0044, grad_fn=<NllLossBackward>)","tensor([[10.7511, 19.8883, 14.4439,  4.4554,  5.1906]],
       grad_fn=<AddmmBackward>)",1,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(11.3609, grad_fn=<NllLossBackward>)","tensor([[  5.1276,   5.0910,  16.4519,  -5.7837, -14.5776]],
       grad_fn=<AddmmBackward>)",2
1,Got a chest cold with a nasty cough?????,"tensor(3.7205, grad_fn=<NllLossBackward>)","tensor([[ 7.7769, 12.2985, 15.0201, 15.5200,  6.7188]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(4.2742, grad_fn=<NllLossBackward>)","tensor([[34.7122, 35.2915, 39.5438, -6.5881, 13.0052]],
       grad_fn=<AddmmBackward>)",2
1,too much red dye and too little taste.... other than that it is great-lol,"tensor(22.5781, grad_fn=<NllLossBackward>)","tensor([[ 6.0835,  1.7530, 11.3071, 24.3310, 10.7476]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(17.0850, grad_fn=<NllLossBackward>)","tensor([[19.9276, 19.5455, 36.6306, -3.1647, 11.5074]],
       grad_fn=<AddmmBackward>)",2
1,Yuck!,"tensor(23.0425, grad_fn=<NllLossBackward>)","tensor([[ -0.2544,  -0.9317, -19.8728,  16.1828,  22.1081]],
       grad_fn=<AddmmBackward>)",4,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(8.4278, grad_fn=<NllLossBackward>)","tensor([[24.6525, 24.8950, 33.3225, -3.3927,  4.8030]],
       grad_fn=<AddmmBackward>)",2
1,"Not a lot of flavor, not a lot of chicken","tensor(13.7043, grad_fn=<NllLossBackward>)","tensor([[ 4.6603,  8.8402,  2.0952, 22.5444, 10.7971]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(3.3006, grad_fn=<NllLossBackward>)","tensor([[31.1711, 38.8242, 42.0872,  0.4061,  5.6351]],
       grad_fn=<AddmmBackward>)",2
1,not good,"tensor(3.2097, grad_fn=<NllLossBackward>)","tensor([[11.4288,  8.2619,  4.9067,  2.2484, -4.4939]],
       grad_fn=<AddmmBackward>)",0,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(11.4129, grad_fn=<NllLossBackward>)","tensor([[  5.2025,   5.1135,  16.5264,  -5.7988, -14.5626]],
       grad_fn=<AddmmBackward>)",2
1,Noodles not good,"tensor(8.4648, grad_fn=<NllLossBackward>)","tensor([[ 3.2215,  9.1510,  2.2037, 17.0111, 16.8252]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(4.3717, grad_fn=<NllLossBackward>)","tensor([[25.0597, 25.1499, 29.4972,  1.7938, -5.5892]],
       grad_fn=<AddmmBackward>)",2
1,makes nasty loose poo!,"tensor(22.1284, grad_fn=<NllLossBackward>)","tensor([[ 6.2381,  4.4412, -2.2159, 17.0489, 26.5695]],
       grad_fn=<AddmmBackward>)",4,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(1.4502, grad_fn=<NllLossBackward>)","tensor([[34.0637, 34.4376, 35.3839, -6.3326, 14.9862]],
       grad_fn=<AddmmBackward>)",2
1,Da Vinci sugar free Blueberry syrup,"tensor(35.2560, grad_fn=<NllLossBackward>)","tensor([[-6.0654, -7.4216, -0.7096, 25.3838, 27.7442]],
       grad_fn=<AddmmBackward>)",4,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(0.1497, grad_fn=<NllLossBackward>)","tensor([[20.4500, 24.8493, 22.7570, -4.0080, 21.1930]],
       grad_fn=<AddmmBackward>)",1
1,artificial flavor,"tensor(12.0613, grad_fn=<NllLossBackward>)","tensor([[ 2.3823,  1.9152, 13.9235, 11.0135,  1.0137]],
       grad_fn=<AddmmBackward>)",2,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(0.9754, grad_fn=<NllLossBackward>)","tensor([[21.3197, 28.7280, 29.2262,  1.2483, 23.5763]],
       grad_fn=<AddmmBackward>)",2
1,Not so much...,"tensor(21.4308, grad_fn=<NllLossBackward>)","tensor([[ 4.4539,  6.5864, 18.0445, 28.0171,  3.0691]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(14.8963, grad_fn=<NllLossBackward>)","tensor([[26.1531, 23.1927, 38.0890, -3.9078,  0.7732]],
       grad_fn=<AddmmBackward>)",2
1,"not bad, but I won't reorder","tensor(0.0077, grad_fn=<NllLossBackward>)","tensor([[  5.8342,  13.6764,   8.7580,   2.7279, -10.7040]],
       grad_fn=<AddmmBackward>)",1,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(8.9099, grad_fn=<NllLossBackward>)","tensor([[30.5824, 27.8679, 36.7757, -1.8918, 13.1053]],
       grad_fn=<AddmmBackward>)",2
1,Eh...,"tensor(26.8227, grad_fn=<NllLossBackward>)","tensor([[ 2.2027,  6.1881, 20.1087, 33.0108, 15.3435]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(16.8795, grad_fn=<NllLossBackward>)","tensor([[25.2602, 24.3237, 41.2032, -4.2680,  4.2732]],
       grad_fn=<AddmmBackward>)",2
1,"Jittery, lacks body","tensor(2.7294, grad_fn=<NllLossBackward>)","tensor([[13.7627, 15.5179, 18.0578, 11.2061, 15.8959]],
       grad_fn=<AddmmBackward>)",2,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(9.5627, grad_fn=<NllLossBackward>)","tensor([[31.4878, 28.5504, 38.1116, -3.2774, 10.7272]],
       grad_fn=<AddmmBackward>)",2
1,Didn't do well for my dog,"tensor(0.1302, grad_fn=<NllLossBackward>)","tensor([[ 7.8389, 15.4853,  1.8118,  6.3048, 13.5081]],
       grad_fn=<AddmmBackward>)",1,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(0.6635, grad_fn=<NllLossBackward>)","tensor([[31.3110, 31.5650, 29.7687, -3.5382, 13.2746]],
       grad_fn=<AddmmBackward>)",1
1,Didn't care for the variety selections,"tensor(1.7881e-05, grad_fn=<NllLossBackward>)","tensor([[-5.1808, 21.4507, 10.1478,  9.3600, -3.7994]],
       grad_fn=<AddmmBackward>)",1,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(5.0687, grad_fn=<NllLossBackward>)","tensor([[30.8965, 31.8195, 36.8794, -1.9366, 18.9038]],
       grad_fn=<AddmmBackward>)",2
1,Did not care for these. Only liked bbq. Wondering why these are best-sellers,"tensor(4.0967, grad_fn=<NllLossBackward>)","tensor([[ 8.9884, 19.4251, 14.1486, 23.5049, 12.3359]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(21.2665, grad_fn=<NllLossBackward>)","tensor([[22.9742, 18.0938, 39.3603, -4.7496,  1.4085]],
       grad_fn=<AddmmBackward>)",2
1,Too salty,"tensor(5.9576, grad_fn=<NllLossBackward>)","tensor([[ 7.6361,  2.6746, -4.8564,  8.1550,  3.7471]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(3.2178, grad_fn=<NllLossBackward>)","tensor([[26.0064, 31.2421, 34.4188,  1.2737, 19.9144]],
       grad_fn=<AddmmBackward>)",2
1,Beware hidden ingredients,"tensor(9.7380, grad_fn=<NllLossBackward>)","tensor([[ 4.0942, -0.2398,  0.7861,  9.3712,  7.3312]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(2.3402, grad_fn=<NllLossBackward>)","tensor([[24.9056, 28.5330, 30.7691, -0.2503, 20.6715]],
       grad_fn=<AddmmBackward>)",2
1,"Pringles, instant coffee, and Stephen Baldwin","tensor(22.4133, grad_fn=<NllLossBackward>)","tensor([[ 6.5132,  7.0472, -6.1523,  9.2087, 29.4605]],
       grad_fn=<AddmmBackward>)",4,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(4.9011, grad_fn=<NllLossBackward>)","tensor([[25.7914, 31.9175, 36.8111,  6.8717,  3.9168]],
       grad_fn=<AddmmBackward>)",2
1,Not impressed,"tensor(0.0034, grad_fn=<NllLossBackward>)","tensor([[ 1.3134, 11.5890,  0.4472,  5.8953, -0.8089]],
       grad_fn=<AddmmBackward>)",1,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(6.4972, grad_fn=<NllLossBackward>)","tensor([[36.6933, 30.2760, 34.1874, -8.9755,  6.9053]],
       grad_fn=<AddmmBackward>)",0
1,I did not like the taste!,"tensor(1.2884, grad_fn=<NllLossBackward>)","tensor([[13.3790, 12.4671, -1.3150, 10.0225,  9.4947]],
       grad_fn=<AddmmBackward>)",0,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(3.9294, grad_fn=<NllLossBackward>)","tensor([[33.8127, 33.5774, 37.4612, -3.3113,  5.4843]],
       grad_fn=<AddmmBackward>)",2
1,Didn't like the taste,"tensor(0., grad_fn=<NllLossBackward>)","tensor([[ 3.9208, 25.5528,  5.6835,  0.9432, -3.9485]],
       grad_fn=<AddmmBackward>)",1,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(0.5432, grad_fn=<NllLossBackward>)","tensor([[27.9232, 32.1447, 31.7975,  1.7920, 22.3736]],
       grad_fn=<AddmmBackward>)",1
1,We really didn't like these!,"tensor(13.2254, grad_fn=<NllLossBackward>)","tensor([[ 9.2891,  9.0790,  0.8304, 22.1797, 20.1608]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(3.5920, grad_fn=<NllLossBackward>)","tensor([[32.3686, 32.4302, 35.9673, -6.3688,  9.5579]],
       grad_fn=<AddmmBackward>)",2
1,Too strong of flavors,"tensor(0.1796, grad_fn=<NllLossBackward>)","tensor([[ 8.3476, 10.0826,  3.1863,  6.1375, -2.8778]],
       grad_fn=<AddmmBackward>)",1,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(3.0249, grad_fn=<NllLossBackward>)","tensor([[28.5960, 34.2254, 37.2003,  0.1029, 19.0468]],
       grad_fn=<AddmmBackward>)",2
1,Popchips vs Baked Lays? Baked Lays taste MUCH better.,"tensor(26.1485, grad_fn=<NllLossBackward>)","tensor([[-4.1713,  3.0497, 10.8459, 29.1964, 22.8923]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(28.0530, grad_fn=<NllLossBackward>)","tensor([[ 26.8302,   6.3206,  34.3731,   5.5273, -45.5011]],
       grad_fn=<AddmmBackward>)",2
1,get the salt and pepper box instead,"tensor(11.4405, grad_fn=<NllLossBackward>)","tensor([[11.2381,  9.2014,  8.3930, 12.7761, 20.6414]],
       grad_fn=<AddmmBackward>)",4,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(8.1454, grad_fn=<NllLossBackward>)","tensor([[28.3805, 31.9096, 40.0547, -0.2465,  9.8606]],
       grad_fn=<AddmmBackward>)",2
1,too salty,"tensor(5.9576, grad_fn=<NllLossBackward>)","tensor([[ 7.6361,  2.6746, -4.8564,  8.1550,  3.7471]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(3.2178, grad_fn=<NllLossBackward>)","tensor([[26.0064, 31.2421, 34.4188,  1.2737, 19.9144]],
       grad_fn=<AddmmBackward>)",2
1,My kids only liked one flavor!,"tensor(22.0334, grad_fn=<NllLossBackward>)","tensor([[  2.9232,  -1.8946, -10.3778,  18.8621,  19.8118]],
       grad_fn=<AddmmBackward>)",4,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(5.4870, grad_fn=<NllLossBackward>)","tensor([[29.4475, 30.8377, 36.3195,  0.1390,  6.4474]],
       grad_fn=<AddmmBackward>)",2
1,overrated,"tensor(6.8476, grad_fn=<NllLossBackward>)","tensor([[ 8.5409,  2.0345, -3.4423,  7.4069,  6.0560]],
       grad_fn=<AddmmBackward>)",0,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(14.1087, grad_fn=<NllLossBackward>)","tensor([[ 24.7848,  11.6567,  25.2953,  -2.1574, -10.4515]],
       grad_fn=<AddmmBackward>)",2
1,Found the solution on how to open it,"tensor(4.3305, grad_fn=<NllLossBackward>)","tensor([[-3.2645, 12.7338,  2.5375, 17.0495, 10.5495]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(7.5274, grad_fn=<NllLossBackward>)","tensor([[32.2427, 31.6848, 39.2106, -6.6033, 13.1937]],
       grad_fn=<AddmmBackward>)",2
1,"Great concept, poor product","tensor(13.3817, grad_fn=<NllLossBackward>)","tensor([[ 7.7310,  9.4843, 12.1643, 20.3923, 22.7780]],
       grad_fn=<AddmmBackward>)",4,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(15.5173, grad_fn=<NllLossBackward>)","tensor([[27.2825, 17.8192, 33.3341, -3.3864, 12.9212]],
       grad_fn=<AddmmBackward>)",2
1,"Too small, too hard to open","tensor(5.7924, grad_fn=<NllLossBackward>)","tensor([[11.3332,  5.5741, -4.3138,  6.6764,  7.4813]],
       grad_fn=<AddmmBackward>)",0,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(8.9270, grad_fn=<NllLossBackward>)","tensor([[29.9407, 28.8307, 37.7571, -1.9124,  6.9475]],
       grad_fn=<AddmmBackward>)",2
1,"Great idea, such a pain to open and close","tensor(10.2450, grad_fn=<NllLossBackward>)","tensor([[-1.1026, 10.0479, -6.9917, 20.2929,  6.3133]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(14.2395, grad_fn=<NllLossBackward>)","tensor([[26.6537, 28.0617, 42.3012, -2.7132, 19.1109]],
       grad_fn=<AddmmBackward>)",2
1,"Works, but hard to open...Buy larger version instead of pod","tensor(24.1863, grad_fn=<NllLossBackward>)","tensor([[ 0.7986, -2.6691, 17.3396, 21.5017, 11.7256]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(29.8166, grad_fn=<NllLossBackward>)","tensor([[ 19.6934,  12.3889,  42.2055,   1.5362, -16.0088]],
       grad_fn=<AddmmBackward>)",2
1,"Sorry Oprah, not one of my 'favorite things'","tensor(11.7433, grad_fn=<NllLossBackward>)","tensor([[ 9.3727,  4.9512,  6.0789, 16.6938,  5.7991]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(9.5288, grad_fn=<NllLossBackward>)","tensor([[21.7802, 32.4334, 37.6987, -0.2338, 41.9480]],
       grad_fn=<AddmmBackward>)",4
1,Wilted hopes,"tensor(7.2801, grad_fn=<NllLossBackward>)","tensor([[15.8822,  8.6028, -1.1722,  0.8508,  1.5440]],
       grad_fn=<AddmmBackward>)",0,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(17.8865, grad_fn=<NllLossBackward>)","tensor([[ 28.7630,  14.4236,  32.2809,  -4.6437, -15.7220]],
       grad_fn=<AddmmBackward>)",2
1,The Picture is Misleading,"tensor(13.3660, grad_fn=<NllLossBackward>)","tensor([[17.4846,  4.1187,  8.2891,  2.8250, -3.9323]],
       grad_fn=<AddmmBackward>)",0,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(18.0557, grad_fn=<NllLossBackward>)","tensor([[25.6495, 22.6890, 40.7447,  1.3303,  1.3959]],
       grad_fn=<AddmmBackward>)",2
1,Okay but some weird flavors,"tensor(5.7743, grad_fn=<NllLossBackward>)","tensor([[ 2.6457,  5.9451,  4.6908, 11.7152, -4.1892]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(8.8233, grad_fn=<NllLossBackward>)","tensor([[22.5387, 26.0858, 34.9087,  1.9529, 26.4074]],
       grad_fn=<AddmmBackward>)",2
1,olive juice,"tensor(23.2086, grad_fn=<NllLossBackward>)","tensor([[ 3.0209,  4.4256, 10.2862, 27.4569, 25.8169]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(0.0458, grad_fn=<NllLossBackward>)","tensor([[25.3532, 34.0125, 25.3368,  3.5679, 30.9443]],
       grad_fn=<AddmmBackward>)",1
1,It's not worth it!,"tensor(19.7196, grad_fn=<NllLossBackward>)","tensor([[20.1354,  6.4617,  1.1925,  5.6004, 26.1790]],
       grad_fn=<AddmmBackward>)",4,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(19.7468, grad_fn=<NllLossBackward>)","tensor([[ 36.3700,  17.0667,  35.7869,  -7.1451, -24.4713]],
       grad_fn=<AddmmBackward>)",0
1,Hard to control the quantity.,"tensor(5.4715, grad_fn=<NllLossBackward>)","tensor([[ 7.5657,  8.1907, 12.0880, 13.4219,  1.6272]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(9.1434, grad_fn=<NllLossBackward>)","tensor([[30.6122, 29.3085, 38.4513, -3.4473, 10.8783]],
       grad_fn=<AddmmBackward>)",2
1,Sugar Bomb,"tensor(16.0290, grad_fn=<NllLossBackward>)","tensor([[ 2.0902, -0.9365, -9.4162, 14.7884, 13.7538]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8159, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(6.3853, grad_fn=<NllLossBackward>)","tensor([[28.4748, 23.7362, 29.9053, -4.0147,  4.6119]],
       grad_fn=<AddmmBackward>)",2
